"source_index","source_folder","source_relative_path","source_filename","file_extension","width","height","file_size_bytes","language_guess","feature_guess","state_guess","variant_guess","figma_target_page","figma_target_section","import_status","figma_node_id","error"
"1","00-foundation","00-foundation/00-brand-essence-color-typography-summary.png","00-brand-essence-color-typography-summary.png","png","1536","1024","1637589","Neutral","00-foundation","Default","Neutral","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","6:3",""
"2","00-foundation","00-foundation/00-brand-moodboard-ui-kit-overview.png","00-brand-moodboard-ui-kit-overview.png","png","1122","1402","1702417","Neutral","00-foundation","Default","Neutral","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","12:2",""
"3","00-foundation","00-foundation/00-controls-form-components-icons.png","00-controls-form-components-icons.png","png","1122","1402","1499068","Neutral","00-foundation","Default","Default","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","14:2",""
"4","00-foundation","00-foundation/00-design-system-10-section-overview.png","00-design-system-10-section-overview.png","png","1536","1024","1409130","Neutral","00-foundation","Default","Default","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","14:3",""
"5","00-foundation","00-foundation/00-design-system-tokens-components-sheet.png","00-design-system-tokens-components-sheet.png","png","1122","1402","1428120","Neutral","00-foundation","Default","Default","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","14:4",""
"6","00-foundation","00-foundation/00-full-foundation-with-screen-previews.png","00-full-foundation-with-screen-previews.png","png","1536","1024","1709914","Neutral","00-foundation","Default","Default","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","14:5",""
"7","00-foundation","00-foundation/00-navigation-layout-component-board.png","00-navigation-layout-component-board.png","png","1122","1402","1377714","Neutral","00-foundation","Default","Neutral","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","17:2",""
"8","00-foundation","00-foundation/00-product-commerce-component-board.png","00-product-commerce-component-board.png","png","1122","1402","1300663","Neutral","00-foundation","Default","Neutral","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","17:3",""
"9","00-foundation","00-foundation/00-ui-states-feedback-patterns.png","00-ui-states-feedback-patterns.png","png","1122","1402","1512815","Neutral","00-foundation","Default","Default","01 â€” Foundations & Variables","ARCHIVE / 00-foundation","IMPORTED","17:4",""
"10","01-entry","01-entry/01-language-selection-french-arabic.png","01-language-selection-french-arabic.png","png","941","1672","1461612","Arabic","01-entry","Default","Arabic","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:3",""
"11","01-entry","01-entry/01-loading-screen-preparing-experience.png","01-loading-screen-preparing-experience.png","png","941","1672","1156311","Neutral","01-entry","Loading","Neutral","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:4",""
"12","01-entry","01-entry/01-onboarding-step1-discover-interior-ar.png","01-onboarding-step1-discover-interior-ar.png","png","941","1672","1998024","Arabic","01-entry","Default","Arabic","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:6",""
"13","01-entry","01-entry/01-onboarding-step1-discover-interior-fr.png","01-onboarding-step1-discover-interior-fr.png","png","941","1672","1991694","French","01-entry","Default","French","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:5",""
"14","01-entry","01-entry/01-onboarding-step2-choose-with-confidence-ar.png","01-onboarding-step2-choose-with-confidence-ar.png","png","941","1672","1953654","Arabic","01-entry","Default","Arabic","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:8",""
"15","01-entry","01-entry/01-onboarding-step2-choose-with-confidence-fr.png","01-onboarding-step2-choose-with-confidence-fr.png","png","941","1672","1941473","French","01-entry","Default","French","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:7",""
"16","01-entry","01-entry/01-onboarding-step3-order-simply-ar.png","01-onboarding-step3-order-simply-ar.png","png","941","1672","1976524","Arabic","01-entry","Default","Arabic","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:10",""
"17","01-entry","01-entry/01-onboarding-step3-order-simply-fr.png","01-onboarding-step3-order-simply-fr.png","png","941","1672","1918009","French","01-entry","Default","French","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:9",""
"18","01-entry","01-entry/01-splash-screen-logo.png","01-splash-screen-logo.png","png","941","1672","1506260","Neutral","01-entry","Default","Default","10 â€” Entry","ARCHIVE / 01-entry","IMPORTED","18:2",""
"19","02-discovery","02-discovery/02-categories-photo-grid-ar.png","02-categories-photo-grid-ar.png","png","941","1672","1660875","Arabic","02-discovery","Default","Arabic","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:2",""
"20","02-discovery","02-discovery/02-categories-photo-grid-fr.png","02-categories-photo-grid-fr.png","png","941","1672","1818186","French","02-discovery","Default","French","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:3",""
"21","02-discovery","02-discovery/02-category-landing-living-room-ar.png","02-category-landing-living-room-ar.png","png","941","1672","1480112","Arabic","02-discovery","Default","Arabic","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:4",""
"22","02-discovery","02-discovery/02-category-landing-salon-collections-fr.png","02-category-landing-salon-collections-fr.png","png","941","1672","1743442","French","02-discovery","Default","French","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:5",""
"23","02-discovery","02-discovery/02-collection-salon-contemporain-shop-the-look.png","02-collection-salon-contemporain-shop-the-look.png","png","941","1672","1809230","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:6",""
"24","02-discovery","02-discovery/02-filter-panel-category-price-color-material.png","02-filter-panel-category-price-color-material.png","png","941","1672","1083300","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:7",""
"25","02-discovery","02-discovery/02-flash-deals-countdown-timer.png","02-flash-deals-countdown-timer.png","png","941","1672","1336050","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:8",""
"26","02-discovery","02-discovery/02-home-hero-new-arrivals-best-sellers-fr.png","02-home-hero-new-arrivals-best-sellers-fr.png","png","941","1672","1600998","French","02-discovery","Default","French","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","22:9",""
"27","02-discovery","02-discovery/02-home-hero-shop-by-category-ar.png","02-home-hero-shop-by-category-ar.png","png","941","1672","1431895","Arabic","02-discovery","Default","Arabic","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:2",""
"28","02-discovery","02-discovery/02-home-logged-in-personalized-recommendations.png","02-home-logged-in-personalized-recommendations.png","png","941","1672","1401021","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:3",""
"29","02-discovery","02-discovery/02-promotions-campaigns-offers.png","02-promotions-campaigns-offers.png","png","941","1672","1469843","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:4",""
"30","02-discovery","02-discovery/02-recently-viewed-products.png","02-recently-viewed-products.png","png","941","1672","1389103","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:5",""
"31","02-discovery","02-discovery/02-search-no-results-found.png","02-search-no-results-found.png","png","941","1672","1168819","Neutral","02-discovery","Empty","Neutral","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:6",""
"32","02-discovery","02-discovery/02-search-recent-popular-trending-categories.png","02-search-recent-popular-trending-categories.png","png","941","1672","1428569","Neutral","02-discovery","Default","Neutral","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:7",""
"33","02-discovery","02-discovery/02-search-results-grid-fauteuil.png","02-search-results-grid-fauteuil.png","png","941","1672","1550549","Neutral","02-discovery","Default","Neutral","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:8",""
"34","02-discovery","02-discovery/02-subcategory-canapes-filtered-list.png","02-subcategory-canapes-filtered-list.png","png","941","1672","1439824","Neutral","02-discovery","Default","Default","20 â€” Discovery","ARCHIVE / 02-discovery","IMPORTED","23:9",""
"35","03-product","03-product/03-product-added-to-cart-confirmation.png","03-product-added-to-cart-confirmation.png","png","941","1672","1152160","Neutral","03-product","Default","Neutral","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:2",""
"36","03-product","03-product/03-product-customer-reviews-ratings.png","03-product-customer-reviews-ratings.png","png","941","1672","1159334","Neutral","03-product","Default","Default","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:3",""
"37","03-product","03-product/03-product-delivery-returns-info.png","03-product-delivery-returns-info.png","png","941","1672","1086033","Neutral","03-product","Default","Default","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:4",""
"38","03-product","03-product/03-product-detail-full-description-reviews-specs.png","03-product-detail-full-description-reviews-specs.png","png","941","1672","1541963","Neutral","03-product","Default","Default","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:5",""
"39","03-product","03-product/03-product-detail-image-carousel-add-to-cart.png","03-product-detail-image-carousel-add-to-cart.png","png","941","1672","1717858","Neutral","03-product","Default","Neutral","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:6",""
"40","03-product","03-product/03-product-gallery-zoom-thumbnails.png","03-product-gallery-zoom-thumbnails.png","png","941","1672","1853295","Neutral","03-product","Default","Default","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:7",""
"41","03-product","03-product/03-product-specifications-table.png","03-product-specifications-table.png","png","941","1672","1286608","Neutral","03-product","Default","Default","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:8",""
"42","03-product","03-product/03-product-variant-selector-color-material-size.png","03-product-variant-selector-color-material-size.png","png","941","1672","991318","Neutral","03-product","Default","Neutral","30 â€” Product","ARCHIVE / 03-product","IMPORTED","27:9",""
"43","04-auth","04-auth/04-account-created-success-fr.png","04-account-created-success-fr.png","png","941","1672","1064121","French","04-auth","Success","French","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","34:3",""
"44","04-auth","04-auth/04-consent-terms-privacy-fr.png","04-consent-terms-privacy-fr.png","png","941","1672","1178599","French","04-auth","Default","French","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","34:7",""
"45","04-auth","04-auth/04-create-new-password-requirements-ar.png","04-create-new-password-requirements-ar.png","png","941","1672","1062740","Arabic","04-auth","Default","Arabic","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","34:11",""
"46","04-auth","04-auth/04-create-new-password-requirements-fr.png","04-create-new-password-requirements-fr.png","png","941","1672","1067939","French","04-auth","Default","French","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","34:15",""
"47","04-auth","04-auth/04-email-verification-link-sent-fr.png","04-email-verification-link-sent-fr.png","png","941","1672","1072513","French","04-auth","Default","French","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","34:19",""
"48","04-auth","04-auth/04-forgot-password-enter-email-ar.png","04-forgot-password-enter-email-ar.png","png","941","1672","978371","Arabic","04-auth","Default","Arabic","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","35:2",""
"49","04-auth","04-auth/04-forgot-password-enter-email-fr.png","04-forgot-password-enter-email-fr.png","png","941","1672","1012107","French","04-auth","Default","French","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","35:6",""
"50","04-auth","04-auth/04-login-email-phone-password-ar.png","04-login-email-phone-password-ar.png","png","941","1672","1301531","Arabic","04-auth","Default","Arabic","40 â€” Authentication","ARCHIVE / 04-auth","IMPORTED","35:10",""
